title,genres
All Relative (2014),Comedy|Drama|Romance
All Superheros Must Die (2011),Thriller
All That Heaven Allows (1955),Drama|Romance
All That Jazz (1979),Drama|Fantasy|Musical
All That... for This?! (1993),Comedy
All the Boys Love Mandy Lane (2006),Horror|Mystery|Thriller
All the Brothers Were Valiant (1953),Adventure|Drama|Romance
All the Colors of the Dark (1972),Horror|Mystery|Thriller
All the Fine Young Cannibals (1960),Drama|Romance
All the Invisible Children (2005),Drama
All the King's Men (1949),Drama
All the King's Men (2006),Drama
All the Light in the Sky (2012),Drama
All the Little Animals (1998),Drama|Thriller
All the Mornings of the World (Tous les matins du monde) (1991),Drama|Romance
All the President's Men (1976),Drama|Thriller
All the Pretty Horses (2000),Drama|Romance|Western
All the Queen's Men (2001),Comedy|War
All the Rage (It's the Rage) (1999),Drama
All the Real Girls (2003),Drama|Romance
All the Right Moves (1983),Drama|Romance
All the Vermeers in New York (1990),Comedy|Drama|Romance
"All the Way Boys (Più forte, ragazzi!) (1972)",Action|Adventure|Comedy
All the Way Home (1963),Drama
All the Way Home (1981),Drama
All the Young Men (1960),Drama|War
All These Women (För att inte tala om alla dessa kvinnor) (1964),Comedy
All Things Fair (Lust och fägring stor) (1995),Drama|Romance|War
All Things to All Men (2013),Crime|Thriller
"All This, and Heaven Too (1940)",Drama|Romance
All Through the Night (1941),Action|Comedy|Drama|Thriller|War
All Together (2011),Comedy|Drama
"All Together, The (2007)",Comedy|Drama|Romance
All Tomorrow's Parties (2009),Documentary|Musical
All Watched Over by Machines of Loving Grace (2011),Documentary
Alla älskar Alice (2002),(no genres listed)
Allan Quatermain and the Lost City of Gold (1987),Action|Adventure|Comedy
Allan Quatermain and the Temple of Skulls (2008),Action|Adventure
Allegheny Uprising (1939),Action|Adventure|Western
Allegro (2005),Drama|Fantasy|Mystery|Romance|Sci-Fi
Allegro non troppo (1977),Animation|Comedy|Fantasy|Musical
"Alley Cats, The (1966)",Drama
Alligator (1980),Action|Horror|Sci-Fi
Alligator Eyes (1990),Drama|Film-Noir|Mystery
"Alligator People, The (1959)",Horror
"Allnighter, The (1987)",Comedy|Romance
Allotment Wives (1945),Crime|Drama|Film-Noir
All's Faire in Love (2009),Comedy
All's Well (1972),Drama
All-Star Superman (2011),Action|Adventure|Animation|Sci-Fi
Almanya - Welcome to Germany (Almanya - Willkommen in Deutschland) (2011),Comedy|Drama
Almighty Thor (2011),Adventure|Fantasy
Almost 18 (2012),Comedy|Drama
Almost an Angel (1990),Comedy
Almost Famous (2000),Drama
Almost Heroes (1998),Adventure|Comedy|Western
"Almost Man, The (Mer eller mindre mann) (2012)",Comedy|Drama
Almost Married (2014),Comedy
Almost You (1985),Comedy|Drama
Aloft (2014),Drama
Aloha Summer (1988),Comedy|Drama
Alois Nebel (2011),Animation|Crime|War
Alone (Issiz adam) (2008),Drama|Romance
Alone for Christmas (2013),Action|Children|Comedy|Fantasy
Alone in the Dark (1982),Horror
Alone in the Dark (2005),Action|Horror|Sci-Fi|Thriller
Alone in the Dark II (2008),Action|Horror
Alone in the Wilderness (2004),Documentary
Alone with Her (2006),Crime|Drama|Thriller
Along Came a Spider (2001),Action|Crime|Mystery|Thriller
Along Came Jones (1945),Comedy|Romance|Western
Along Came Polly (2004),Comedy|Romance
"Along the Great Divide (Travelers, The) (1951)",Adventure|Romance|Western
Along the Ridge (Anche libero va bene) (2006),Drama
Along the Sungari River (Song hua jiang shang) (1947),Drama
Alpha and Omega (2010),Adventure|Animation|Children|Comedy|Romance
Alpha and Omega 2: A Howl-iday Adventure (Alpha & Omega 2) (2013),Action|Adventure|Animation|Children|Comedy
Alpha and Omega 3: The Great Wolf Games (2014),Action|Adventure|Animation|Children|Comedy
Alpha Dog (2007),Crime|Drama
Alphabet (2013),Documentary
Alphabet City (1984),Crime|Drama|Thriller
"Alphabet Killer, The (2008)",Crime
"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)",Drama|Mystery|Romance|Sci-Fi|Thriller
Alps (Alpeis) (2011),Drama
Already Dead (2007),Action|Fantasy|Thriller
Al-risâlah (1976),Adventure|Drama|War
Alter Egos (2012),Comedy
Altered (2006),Horror|Sci-Fi|Thriller
Altered States (1980),Drama|Sci-Fi
Altiplano (2009),Drama
Altman (2014),Documentary
Alucarda (1977),Horror|Thriller
Alvarez Kelly (1966),Western
Alvin and the Chipmunks (2007),Children|Comedy
Alvin and the Chipmunks: Chipwrecked (2011),Animation|Comedy
Alvin and the Chipmunks: The Squeakquel (2009),Animation|Children|Comedy|Musical
Always (1985),Comedy|Drama
Always (1989),Drama|Fantasy|Romance
Always for Pleasure (1978),(no genres listed)
Always Leave Them Laughing (1949),Comedy|Drama
Always Outnumbered (1998),Drama
Always Tell Your Wife (1914),Comedy
Alyce Kills (2011),Horror|Thriller
Am Ende eiens viel zu kurzen Tages (Death of a superhero) (2011),Animation|Drama
AM1200 (2008),Horror
Ama lur (Tierra Madre) (1968),Documentary
Amadeus (1984),Drama
Amador (2010),Drama
Amandla! A Revolution in Four Part Harmony (2002),Documentary|Musical
"Amanece, que no es poco (1989)",Comedy
Amar Akbar Anthony (1977),Action|Comedy|Drama
Amarcord (1973),Comedy|Drama
Amateur (1994),Crime|Drama|Thriller
"Amateur, The (1981)",Crime|Thriller
"Amateurs, The (Moguls, The) (2005)",Comedy
"Amati Girls, The (2000)",Drama
"Amazing Adventure, The (a.k.a. The Amazing Quest of Ernest Bliss) (1936)",Comedy|Drama|Romance
Amazing Grace (2006),Drama|Romance
Amazing Grace and Chuck (1987),Drama
Amazing Johnathan: Wrong on Every Level (2006),Comedy
Amazing Journey: The Story of The Who (2007),Documentary
"Amazing Panda Adventure, The (1995)",Adventure|Children
"Amazing Spider-Man, The (2012)",Action|Adventure|Sci-Fi|IMAX
"Amazing Transparent Man, The (1960)",Sci-Fi
Amazon Jack 2: The Movie Star (a.k.a. Hugo the Movie Star) (Jungledyret 2 - den store filmhelt) (1996),Animation|Children|Musical|Romance
Amazon Women on the Moon (1987),Comedy|Sci-Fi
Amazonia (2013),Adventure|Documentary
"Ambassador, The (Ambassadøren) (2011)",Documentary
Amber Alert (2012) ,Thriller
Amber Lake (2011) ,Drama|Thriller
Ambition (2014),Sci-Fi
"Ambulance, The (1990)",Thriller
Ambush (Mai fu) (1973),Action|Adventure
Ambush (Rukajärven tie) (1999),Drama|Romance|War
Ambush Trail (1946),Action|Western
"Ambushers, The (1967)",Comedy|Sci-Fi|Thriller
Amelia (2009),Drama
"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance
Amen (2013),Drama|Musical
Amen. (2002),Drama
Amer (2009),Drama|Horror
America 3000 (1986),Action|Adventure|Sci-Fi
America Before Columbus (2009),Documentary
America the Beautiful (2007) ,Documentary
America the Beautiful 2: The Thin Commandments (2011) ,Documentary
"America, America (1963)",Drama
America: Imagine the World Without Her (2014),Documentary
American Addict (2012),Documentary
American Adobo (2000),Comedy
"American Affair, An (2009)",Drama
"American Astronaut, The (2001)",Comedy|Musical|Sci-Fi
American Bandits: Frank and Jesse James (2010),Western
American Beauty (1999),Comedy|Drama
American Boy: A Profile of: Steven Prince (1978),Documentary
American Buffalo (1996),Crime|Drama
"American Carol, An (2008)",Comedy|Fantasy
"American Crime, An (2007)",Crime
American Crude (2008),Comedy|Drama
American Dream (1990),Documentary
"American Dream, An (1966)",Drama
American Dreams in China (2013),Comedy|Drama
American Dreamz (2006),Comedy|Drama
American Drug War: The Last White Hope (2007),Crime|Documentary
American Flyers (1985),Drama
"American Friend, The (Amerikanische Freund, Der) (1977)",Crime|Drama|Mystery|Thriller
American Friends (1991),Drama|Romance
American Gangster (2007),Crime|Drama|Thriller
American Gigolo (1980),Drama
American Gothic (1988),Horror
American Graffiti (1973),Comedy|Drama
American Grindhouse (2010),Documentary
American Gun (2002),Drama
American Gun (2005),Drama
American Hardcore (2006),Documentary
"American Haunting, An (2005)",Drama|Horror|Mystery|Thriller
American Heart (1992),Crime|Drama
American Heist (2015),Action
American History X (1998),Crime|Drama
American Horror House (Sorority Horror House) (2012),Horror
American Hustle (2013),Crime|Drama
American Idiots (2013),Comedy|Romance
"American in Paris, An (1951)",Musical|Romance
American Kickboxer (American Kickboxer 1) (1991),Action
American Kickboxer 2 (American Kickboxer 2: To the Death) (1993),Action
American Loser (Trainwreck: My Life as an Idiot) (2007),Comedy|Drama
American Madness (1932),Drama
American Mary (2012),Horror|Thriller
American Me (1992),Drama
American Movie (1999),Documentary
American Mullet (2001),Documentary
"American Nightmare, The (2000)",Documentary
American Ninja (1985),Action|Adventure
American Ninja 2: The Confrontation (1987),Action|Adventure
American Ninja 3: Blood Hunt (1989),Action|Adventure
American Ninja 4: The Annihilation (1990),Action
American Ninja 5 (1993),Action
American Outlaws (2001),Action|Comedy|Western
American Pastime (2007),Drama|Romance
American Perfekt (1997),Crime|Drama|Thriller
American Pie (1999),Comedy|Romance
American Pie 2 (2001),Comedy
American Pie Presents Beta House (American Pie 6: Beta House) (2007),Comedy
American Pie Presents The Naked Mile (American Pie 5: The Naked Mile) (2006),Comedy|Romance
American Pie Presents: Band Camp (American Pie 4: Band Camp) (2005),Comedy
American Pie Presents: The Book of Love (American Pie 7: The Book of Love) (2009),Comedy
American Pimp (1999),Documentary
American Pop (1981),Animation|Musical
"American President, The (1995)",Comedy|Drama|Romance
American Promise (2013),Documentary
American Psycho (2000),Crime|Horror|Mystery|Thriller
American Psycho II: All American Girl (2002),Comedy|Crime|Horror|Mystery|Thriller
American Raspberry (Prime Time) (Funny America) (1977),Comedy
American Reunion (American Pie 4) (2012),Comedy
American Revolutionary: The Evolution of Grace Lee Boggs (2013),Documentary
"American Rhapsody, An (2001)",Drama
American Roulette (1988),Thriller
American Samurai (Ninja: American Samurai) (1992),Action
American Scary (2006),Comedy|Documentary|Horror
American Sniper (2014),Action|War
"American Soldier, The (Der amerikanische Soldat) (1970)",Drama
American Soldiers (2005),Action|Drama|Thriller|War
American Son (2008),Drama|Romance|War
American Splendor (2003),Comedy|Drama
American Strays (1996),Action
American Swing (2008),Documentary
"American Tail, An (1986)",Adventure|Animation|Children|Comedy
"American Tail: Fievel Goes West, An (1991)",Adventure|Animation|Children|Musical|Western
American Teen (2008),Documentary
American Vagabond (2013),Documentary
American Violet (2008),Drama
American Virgin (2000),Comedy
American Virgin (2009),Comedy
American Wedding (American Pie 3) (2003),Comedy
"American Werewolf in London, An (1981)",Comedy|Horror|Thriller
"American Werewolf in Paris, An (1997)",Comedy|Horror|Romance|Thriller
American Winter (2013),Documentary|Drama
American Yakuza (1993),Action|Drama|Thriller
American Zombie (2007),Comedy|Horror
"American, The (2010)",Drama|Thriller
American: The Bill Hicks Story (2009),Comedy|Documentary
AmericanEast (2008),Drama
"Americanization of Emily, The (1964)",Comedy|Drama|War
Americano (2005),Adventure|Comedy|Documentary
Americano (2011),Drama
America's Heart and Soul (2004),Documentary
America's Most Haunted Inns (2004),Documentary
America's Sweethearts (2001),Comedy|Romance
Americathon (1979),Comedy|Sci-Fi
AmeriQua (2013),Comedy
Amigo (2010),Drama|War
Amira & Sam (2014),Comedy|Drama|Romance
Amish Grace (2010),Drama
"Amish Murder, An (2013)",Action|Crime|Drama
Amistad (1997),Drama|Mystery
Amityville 1992: It's About Time (1992),Horror
Amityville 3-D (1983),Horror
"Amityville Curse, The (1990)",Horror
"Amityville Horror, The (1979)",Drama|Horror|Mystery|Thriller
"Amityville Horror, The (2005)",Horror|Thriller
Amityville II: The Possession (1982),Horror
Amityville: A New Generation (1993),Horror
Amityville: Dollhouse (1996),Horror
Amnèsia (2002),Comedy|Crime|Drama
Among Giants (1998),Comedy|Drama|Romance
Among Us (Onder Ons) (2011),Drama
Among Wolves (Entrelobos) (2010),Drama
Amongst Friends (1993),Crime|Drama
"Amor brujo, El (Love Bewitched, A) (1986)",Drama|Musical
Amor? (2011),Drama
Amore (L'Amore) (1948),Drama
Amores Perros (Love's a Bitch) (2000),Drama|Thriller
Amorosa (1986),Drama
Amos & Andrew (1993),Comedy
Amour (2012),Drama|Romance
"Amour fou, L' (1969)",Drama
"Amour fou, L' (2010)",Documentary
Amreeka (2009),Drama
Amsterdamned (1988),Action|Horror|Thriller
Amu (2005),Drama
Amuck! (1972),Drama|Horror|Mystery
Amy (1998),Comedy|Drama
Amy's O (a.k.a. Amy's Orgasm) (2001),Comedy|Romance
An Alligator Named Daisy (1955),Comedy|Musical|Romance
An Amazing Couple (2002),Comedy|Romance
An American Hippie in Israel (1972),Action|Comedy|Sci-Fi
An American Tail: The Mystery of the Night Monster (1999),Adventure|Animation|Children|Fantasy|Mystery|Sci-Fi
An American Tail: The Treasure of Manhattan Island (1998),Adventure|Animation
An Apology to Elephants (2013),Documentary
An Empress and the Warriors (2008),Action|Drama|Romance|War
An Evening with Robin Williams (1982),Comedy
Ana and the Others (Ana y los otros) (2003),Drama
Anaconda (1997),Action|Adventure|Thriller
Anaconda III (2008),Action|Horror|Sci-Fi
Anacondas: The Hunt for the Blood Orchid (2004),Adventure|Drama|Horror|Sci-Fi|Thriller
Analyze That (2002),Comedy|Crime
Analyze This (1999),Comedy
Anamorph (2007),Crime|Thriller
"Anarchist Cookbook, The (2002)",Comedy|Romance
Anastasia (1956),Drama
Anastasia (1997),Adventure|Animation|Children|Drama|Musical
Anatahan (1953),Drama|War
Anatomy (Anatomie) (2000),Horror
Anatomy of a Love Seen (2014),Drama|Romance
Anatomy of a Murder (1959),Drama|Mystery
Anatomy of Hell (Anatomie de l'enfer) (2004),Drama
Anazapta (Black Plague) (2002),Drama|Mystery|Thriller
Anchorman 2: The Legend Continues (2013),Comedy
Anchorman: The Legend of Ron Burgundy (2004),Comedy
Anchors Aweigh (1945),Comedy|Musical
And Along Come Tourists (Am Ende kommen Touristen) (2007),Drama
And Everything Is Going Fine (2010),Documentary
And God Created Woman (1988),Comedy|Drama|Romance
And God Created Woman (Et Dieu... créa la femme) (1956),Drama
And Life Goes On (a.k.a. Life and Nothing More) (Zendegi va digar hich) (1992),Drama
And Nobody Weeps for Me (Und keiner weint mir nach) (1996),Drama|Romance
And Now a Word from Our Sponsor (2013),Comedy|Drama
And Now My Love (Toute une vie) (1974),Drama|Romance
And Now the Screaming Starts! (1973),Horror|Thriller
And Now... Ladies and Gentlemen... (2002),Romance|Thriller
And So It Goes (2014),Comedy|Drama|Romance
And So It Is (1966),Drama
And Soon the Darkness (1970),Mystery|Thriller
And Soon the Darkness (2010),Horror|Thriller
And Starring Pancho Villa as Himself (2003),Action|Comedy|Drama|War
And the Band Played On (1993),Drama
And the Pursuit of Happiness (La poursuite du bonheur) (1986),Documentary
And the Ship Sails On (E la nave va) (1983),Comedy|War
And Then Came Lola (2009),Comedy|Drama|Romance
And Then There Was You (2013),Drama
And Then There Were None (1945),Crime|Mystery
And When Did You Last See Your Father? (2007),Drama
And While We Were Here (2012),Drama
And You Thought Your Parents Were Weird (1991),Children|Comedy|Sci-Fi
And Your Mother Too (Y tu mamá también) (2001),Drama|Romance
"Andalusian Dog, An (Chien andalou, Un) (1929)",Fantasy
"Anderson Tapes, The (1971)",Crime|Drama|Thriller
Andre (1994),Adventure|Children|Drama
Andrei Rublev (Andrey Rublyov) (1969),Drama|War
Andrew Dice Clay: Indestructible (2012),Comedy
Androcles and the Lion (1952),Comedy
Android (1982),Sci-Fi
"Andromeda Strain, The (1971)",Mystery|Sci-Fi
"Andromeda Strain, The (2008)",Sci-Fi
Andy Hardy Meets Debutante (1940),Comedy|Romance
Andy Hardy's Blonde Trouble (1944),Comedy|Romance
Andy Hardy's Double Life (1942),Comedy|Romance
"Angélique, marquise des anges (1964)",Adventure|Romance
Angel (1937),Comedy|Drama|Romance
Angel (1982),Drama
Angel (1984),Action|Crime|Thriller
Angel (2007),Drama|Romance
Angel and the Badman (1947),Romance|Western
"Angel at My Table, An (1990)",Drama
Angel Baby (1995),Drama
Angel Dog (2011),Children|Drama
Angel Eyes (2001),Romance|Thriller
Angel Face (1952),Crime|Drama|Film-Noir
Angel Heart (1987),Film-Noir|Horror|Mystery|Thriller
Angel in Cracow (Aniol w Krakowie) (2002),Comedy|Drama
Angel in My Pocket (1969),Comedy
"Angel Levine, The (1970)",Comedy|Drama
"Angel Named Billy, An (2007)",Drama
Angel of Death (2009),Action|Crime|Thriller
Angel of Mine (a.k.a. The Mark of an Angel) (L'empreinte de l'ange) (2008),Drama
Angel on My Shoulder (1946),Crime|Drama
Angela (1995),Drama
Angel-A (2005),Comedy|Drama|Fantasy|Romance
Angela's Ashes (1999),Drama
Angele (1934),Drama
Angels & Demons (2009),Crime|Drama|Mystery|Thriller
Angels and Insects (1995),Drama|Romance
Angels Crest (2011),Drama
Angel's Egg (Tenshi no tamago) (1985),Animation|Drama|Fantasy
Angels Fall (2007),Drama|Romance|Thriller
Angels in America (2003),Drama|Fantasy
Angels in the Outfield (1951),Comedy|Fantasy
Angels in the Outfield (1994),Children|Comedy
Angel's Leap (1971),Crime
Angels of the Universe (Englar alheimsins) (2000),Drama
Angels Over Broadway (1940),Adventure|Comedy|Crime|Drama
"Angels' Share, The (2012)",Comedy|Drama
Angels Sing (2013),Comedy|Drama
Angels with Dirty Faces (1938),Crime|Drama
Angelus (2000),Comedy|Drama
Anger Management (2003),Comedy
Angie (1994),Comedy|Drama|Romance
"Angriest Man in Brooklyn, The (2014)",Comedy|Drama
"Angry Red Planet, The (1959)",Sci-Fi
"Angry Silence, The (1960)",Drama
Angry Video Game Nerd: The Movie (2014),Adventure|Comedy|Sci-Fi
Angst  (1983),Drama|Horror
Anguish (Angustia) (1987),Horror
Angus (1995),Comedy
"Angus, Thongs and Perfect Snogging (2008)",Comedy|Romance
Anima Mundi (1992),Documentary
Animal (1977),Action|Comedy|Romance
Animal Crackers (1930),Comedy|Musical
Animal Factory (2000),Crime|Drama
Animal Farm (1954),Animation|Drama
Animal House (1978),Comedy
Animal Kingdom (2010),Crime|Drama
"Animal Kingdom, The (1932)",Drama|Romance
Animal Love (Tierische Liebe) (1996),Documentary
Animal Room (1995),Drama|Thriller
"Animal, The (2001)",Comedy
Animals are Beautiful People (1974),Comedy|Documentary
Animals United (2011),Animation|Children|Comedy
Animated Motion: Part 5 (1978),Animation|Documentary
"Animatrix, The (2003)",Action|Animation|Drama|Sci-Fi
Aningaaq (2013),Drama
Anita (2013),Documentary
Ankur (The Seedling) (1974),Drama
Ann Carver's Profession (1933),Drama
Anna (1987),Drama
Anna (1996),Drama
Anna (2013),Drama|Thriller
Anna and the King (1999),Drama|Romance
Anna and the King of Siam (1946),Drama|Romance
Anna Christie (1930),Drama
